4.618267,0.491120,-0.574939,-1.437685,2.759663,-2.384259,-0.980362,0.617716,0.601023,1.165607,-0.190236,-0.088427,
5.174791,-0.046146,-0.942090,-0.440320,3.014489,-3.163378,-0.591668,0.518413,0.671416,1.123283,-0.306996,-0.023232,
5.035425,0.718710,-0.456120,-1.057683,3.075828,-3.106894,-0.173497,0.885371,0.794723,0.915696,-0.449291,0.067263,
5.035309,1.034873,-0.026377,-2.072173,3.333608,-2.511606,-0.074558,1.229058,1.017627,0.689615,-0.623584,0.031672,
5.074299,1.148156,0.129697,-1.081114,3.132200,-2.596854,-0.368768,0.787319,0.790037,0.675956,-0.516035,0.016013,
5.502100,1.420357,0.599542,0.177954,2.859798,-2.383322,-0.558331,0.422783,0.975020,0.749139,-0.243714,0.030381,
5.779864,1.772723,0.906780,0.057786,2.828978,-1.871556,-1.019376,0.772917,0.945496,0.822563,-0.157663,-0.053204,
5.473826,1.717523,0.845903,-0.986165,3.807089,-2.004624,-1.012184,1.140911,0.165315,0.830353,-0.464612,-0.153353,
5.093359,2.060914,0.941485,-1.564124,3.593089,-2.822365,-1.015587,1.260802,0.057293,0.503625,-0.716886,-0.120612,
5.420506,2.458027,1.117626,-0.973910,3.145895,-2.717374,-0.634576,1.195597,0.832041,0.886549,-0.378548,-0.008318,
5.296585,2.506215,1.766393,-1.235390,3.936140,-2.386088,-0.766290,1.236815,0.541466,1.105754,-0.444834,-0.071248,
5.072621,2.716043,2.237322,-2.257777,4.203141,-1.994971,-0.492223,1.499958,0.193631,1.116968,-0.324647,-0.055068,
5.207721,2.266188,2.171310,-3.851346,4.000615,-1.152174,-0.758869,1.819757,0.379749,0.969596,-0.074984,-0.069907,
4.930693,1.899228,1.902867,-3.789712,3.793359,-1.460322,-1.109235,1.907226,0.277425,0.617293,-0.019789,-0.074916,
5.147656,2.266470,2.317216,-3.986356,3.313928,-2.861098,-0.713812,3.078618,0.208954,0.830849,0.051117,0.018516,
5.182370,2.909889,2.390147,-3.545808,2.232925,-3.281776,0.087201,3.203879,0.247651,0.823486,0.117772,0.034824,
4.919094,1.483708,2.217478,-2.955191,2.547062,-2.670108,-0.208425,2.817471,0.131325,0.397526,-0.039189,0.050149,
5.076271,1.702591,2.606636,-3.884363,2.242060,-2.802674,-0.205034,3.851114,0.325560,0.536752,0.166072,0.014174,
5.657095,1.951670,2.422073,-4.500106,2.437086,-2.703284,-0.168366,4.629204,0.828955,0.813860,0.047312,-0.062978,
5.557917,1.639179,1.406644,-4.495115,3.785622,-1.632712,-0.060042,4.033560,0.666536,0.865213,-0.050079,-0.079033,
5.663985,1.751689,1.153731,-4.955229,4.946496,-0.754481,-0.881442,2.614671,-0.044321,1.233627,0.271628,-0.068162,
6.141407,2.279098,0.931572,-5.354577,4.615261,-0.230066,-0.607720,2.251479,-0.165456,1.280832,0.397820,-0.059660,
5.945713,2.907334,0.029627,-4.738181,4.709189,0.025160,0.181772,1.698225,-0.290981,1.124004,0.360478,-0.033360,
5.765342,2.003797,-0.370101,-2.392377,3.598901,-0.286182,-0.224253,2.388812,0.852673,0.684078,0.011259,-0.106888,
6.056537,2.333207,-0.155869,-2.482153,3.726015,-1.107191,-0.270651,2.752828,0.937470,0.970770,-0.224271,-0.156161,
6.063466,3.083458,0.529033,-2.433723,4.047706,-1.360198,-0.546812,2.748514,1.021556,0.971771,-0.233001,-0.200244,
5.841042,2.418036,1.286303,-3.049985,4.914036,-1.411723,-0.646618,2.514691,0.866868,1.310078,-0.265672,-0.179962,
4.432392,1.632781,2.288945,-1.851779,3.313906,-1.149481,-0.259054,0.762639,0.976763,1.382726,-0.206461,-0.019194,
4.009095,0.954044,2.812012,-1.334851,1.931449,-0.617294,1.765312,0.902356,0.600959,1.122808,-0.455424,-0.010257,
3.845690,0.547166,2.911693,-0.600796,2.512744,-0.933205,1.879076,1.661247,0.910287,1.018254,-0.555472,0.008527,
3.684666,0.869432,3.105148,-0.325217,2.585592,-2.101149,0.831393,1.735263,1.669180,1.161696,-0.298095,0.141022,
3.209051,1.741594,3.142302,-0.417005,2.797772,-1.923312,0.755096,1.389874,1.175789,1.048144,-0.081347,0.127470,
3.197206,1.908166,2.835979,-0.706187,2.018239,-0.979270,1.317373,0.321730,1.139458,1.017947,-0.350029,0.071942,
3.024592,1.499858,1.991726,-0.052955,2.309279,-1.083370,0.503895,0.090426,1.657643,1.160604,-0.310421,0.013951,
2.689309,1.178259,1.721580,0.495458,1.897389,-0.685724,-0.159105,0.472391,1.780360,1.077358,-0.171773,-0.037686,
2.497993,1.171528,2.549520,0.348415,1.767127,-1.206451,0.552792,0.061873,1.584122,1.149781,-0.526209,0.058696,
2.092435,1.296611,2.664688,0.411636,1.342055,-1.573316,1.668481,0.496566,1.219451,1.178347,-0.264802,0.060401,
1.609570,0.328844,2.570314,-0.015323,2.060044,-1.645072,1.271947,0.572752,1.550029,1.544194,-0.346950,-0.042577,
1.274255,0.325171,2.660755,-0.731901,2.038994,-1.572259,1.045018,0.456609,1.557744,1.839470,-0.380662,-0.060710,
1.409726,0.528537,2.336353,-0.034401,1.828099,-0.811532,1.713174,0.518150,1.730438,1.723213,-0.363867,-0.107631,
1.051717,0.686934,1.524874,0.548232,1.826658,-0.717064,2.062743,0.396301,1.984785,1.652307,-0.253371,-0.163242,
0.938036,0.662595,1.389723,0.424889,1.632885,-0.823582,1.755143,0.402058,1.891180,1.857676,-0.200816,-0.171243,
0.679653,0.084880,1.234352,0.052390,1.777309,-1.782776,1.478196,0.303891,1.541535,1.685077,-0.169627,-0.125320,
0.568485,-0.163823,1.202212,-0.095293,0.783204,-1.595024,1.103743,-0.032739,1.673157,1.565376,-0.230027,-0.119188,
0.790450,-0.045268,1.526008,-0.022612,0.725358,-1.379999,0.925841,-0.046916,1.898230,1.629676,-0.341240,-0.109972,
0.878187,-0.440879,2.197706,-0.460460,1.300420,-1.347923,0.673600,0.846453,2.067437,1.148102,-0.379318,0.004638,
1.357251,-1.420879,2.339115,-0.518236,1.357787,-0.658879,0.221034,1.422923,2.028733,0.723972,-0.461608,-0.037338,
2.043166,-2.003206,2.122419,-0.150206,1.136846,0.442115,0.313662,1.002006,1.854238,0.253944,-0.607200,-0.081134,
2.210480,-1.868710,1.814741,-0.170335,2.282810,-0.777379,1.012721,1.689348,1.575214,0.500059,-0.604465,-0.103801,
2.098136,-1.332806,1.599944,-0.445426,2.098702,-0.866204,1.266741,1.996689,1.757243,0.493499,-0.647019,-0.117778,
2.783285,-0.651659,0.818277,-0.702353,2.413575,-0.347357,2.122625,1.402453,1.610208,0.184601,-0.546835,-0.053816,
