5.351854,3.957591,2.067180,1.376762,6.110904,-0.029374,0.855788,-1.369182,-0.574254,-0.262510,-0.349282,0.028183,
2.996023,-0.333907,2.505552,1.166813,2.103790,-1.642985,1.619630,2.325568,1.358112,0.338284,-0.131818,0.044826,
4.801240,0.821875,0.077235,2.955996,5.743798,1.543621,3.674777,0.779870,0.554828,0.102262,-0.176951,0.205065,
5.423412,3.750412,1.691042,-3.303483,3.525190,-1.038791,1.200788,1.880654,-0.062617,1.068737,-0.102555,0.010693,
3.498587,1.584963,3.450544,3.376025,4.852697,-1.021494,0.850978,1.058633,1.052311,0.274468,-0.357806,0.088859,
5.287502,2.653020,1.080876,0.502697,3.641071,3.757436,3.531779,1.246017,0.014298,0.185876,-0.015239,0.101209,
5.218385,0.961937,-0.618713,-2.672348,5.024503,2.004999,1.411702,1.313556,0.363126,0.143325,-0.137636,-0.065350,
6.080527,1.517821,-1.524703,-1.480248,2.870674,-1.804840,0.849779,0.604542,0.742826,0.383949,-0.334321,0.043425,
5.635641,3.162087,0.782499,0.052666,4.300793,-1.790605,-0.231514,-1.454767,-0.554710,-0.481629,-0.433592,0.071641,
1.643626,-2.087643,1.603972,0.242432,0.319911,-2.199214,0.926330,1.019830,1.444369,0.686581,-0.126222,0.069560,
4.090030,3.647775,3.919882,3.113200,3.789704,2.447509,2.020808,1.312854,0.629488,0.401636,0.244160,0.071322,
6.225778,1.096829,-0.645462,0.924819,4.264288,2.458100,1.566849,1.599802,0.575016,0.066706,-0.155031,0.012955,
3.553824,3.562066,3.305704,-0.331514,5.633104,-0.020461,2.426505,1.759875,-0.079489,0.786213,-0.142594,0.087959,
4.732674,3.645068,2.876436,0.568308,2.404259,1.029104,2.239969,2.003817,1.465151,0.794294,-0.037209,0.008788,
5.119483,0.232256,-0.436642,-1.034309,4.146096,1.221420,1.878475,0.608641,1.291834,-0.037046,-0.452104,0.050379,
3.638919,1.954406,2.471565,-0.036203,3.113199,0.158822,1.396899,0.621917,0.520318,0.326426,-0.026687,0.060019,
4.967320,2.962845,4.032096,1.159686,3.973846,-0.811111,-0.684697,-0.393937,0.226817,-0.360692,-0.319239,0.044805,
2.203392,-0.884223,3.027296,1.139993,1.434634,-1.223835,1.693110,0.987057,2.081053,0.732708,-0.382687,0.089238,
4.175912,-0.491163,0.662511,1.304721,4.062855,1.567383,2.942036,0.149489,0.959402,-0.047190,-0.451244,0.131306,
5.463988,2.390068,1.458044,-1.680908,3.409351,-2.386086,-0.004012,1.895028,0.570071,0.837287,-0.286020,0.007507,
4.667794,3.496304,4.526672,1.695948,3.142986,0.294815,1.368998,-1.320655,-0.545492,0.202538,-0.314708,0.023878,
6.149588,3.245667,0.505819,-1.176213,1.829849,2.058948,2.432432,1.234887,0.448580,0.549828,0.159143,0.078282,
6.000981,1.285139,-0.303707,-1.815467,3.156862,0.468320,0.579444,1.684273,0.750388,0.477741,-0.029088,-0.042030,
5.344603,1.495005,0.655193,-0.490600,2.009615,-1.134687,0.100390,1.178598,1.520503,0.260004,-0.102290,0.004225,
5.980749,1.499882,-0.889657,-1.916402,2.115184,-2.783653,-0.653950,-0.497007,-0.265277,0.096587,-0.323801,0.053165,
3.967212,0.143912,2.111078,-0.938096,1.384107,-1.134350,0.857491,0.851837,-0.127409,0.625118,0.032800,-0.013686,
4.549201,3.844302,4.983778,2.842320,2.719613,1.836216,1.160391,0.196307,-0.279405,0.019414,0.083217,-0.045706,
6.125311,0.296986,-0.827890,-0.221266,3.070090,-0.028582,2.255014,2.009865,0.782139,0.029030,-0.305728,0.071562,
3.950552,3.430133,3.811663,1.626204,4.721731,1.351791,2.115953,0.840366,0.573181,0.415392,0.048725,0.094053,
5.553917,3.288862,1.794442,-0.949939,0.606675,-0.388015,1.524112,1.575467,1.076494,0.437670,0.081876,0.022330,
4.997488,-0.396177,0.902696,-0.692614,2.980305,2.665189,2.542600,0.042212,0.700796,0.216811,-0.421547,0.040830,
4.273795,0.726588,1.235350,-0.940565,1.453282,-0.465015,1.306339,-0.369994,1.162447,0.667160,-0.172159,0.079866,
